katamajemuk
depan belakang
gali uruk
haluan buritan
hidup-hidup mati
hilir mudik
ijab kabul
jatuh bangun
jauh dekat
jiwa raga
jual beli
jungkir balik
kawin cerai
kembang kempis
kembang kuncup
luar dalam
lupa-lupa ingat
muka belakang
panas dingin
panas-panas dingin
pergi balik
plus minus
sedikit banyak
sehidup semati
suka duka
suka tak suka
timbul tenggelam
timbul-timbul tenggelam
tinggi rendah
tragedi komedi
tragikomedi
untung rugi
utang piutang
ayah bunda
ayah ibu
bruder suster
dewa dewi
hadirin hadirat
jantan betina
kakek nenek
laki bini
laki-laki perempuan
muda mudi
pria wanita
putra putri
saudara saudari
suami istri
teruna teruni
anak cucu
kakak adik
berkakak adik
tua muda
basah kuyup
satu padu
campur aduk
hancur lebur
hancur luluh
merah padam
penuh sesak
putih bersih
rusak binasa
singkat padat
teguh kukuh
tenteram damai
terus terang
tua bangka
tua renta
tumpang tindih
ambil alih
candak kulak
cespleng
peluk cium
petik jual
rebut rampas
sekali dua
serah terima
tabrak lari
tangkap jual
tanya jawab
timbang terima
tokcer
anak air
anak ali-ali
anak angin
anak api
anak asak
anak baju
anak bangsawan
anak bari
anak batu
anak benua
anak bilik
anak bukit
anak busur
anak dagang
anak damak
anak dayung
anak gambang
anak genta
anak ginjal
anak gobek
anak gumbang
anak igu
anak jari
anak jentera
anak joget
anak kalimat
anak kapi
anak kati
anak kilas
anak kunci
anak lela
anak lidah
anak limpa
anak lumpang
anak mata
anak meja
anak meriam
anak negeri
anak panah
anak panggung
anak perigi
anak rambut
anak roda
anak saku
anak sungai
anak tangan
anak tangga
anak tari
anak tekak
anak telinga
anak timbangan
anak tonil
akhir pekan
tahun baru
olahraga
kacamata
mobil listrik
olah tubuh
olah rasa
orang tua
akad nikah
angkatan darat
angkatan laut
angkatan udara
gelap gulita
gelak tawa
gotong royong
surat kabar
fakir miskin
raut muka
pancaindra
alam semesta
nilai tambah
anak kampung
mata hari
bina raga
duka cita
suka cita
tuna busana
tuna karya
tuna netra
tuna rungu
tuna susila
tuna wicara
tuna wisma
suka ria
mala petaka
reka yasa
suka rela
tragi komedi
ces pleng
tok cer
olah raga
kaca mata
panca indra
nara pidana
nara sumber
